REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH-OC-12;230;Protée;Arlequin_Prothée_;IT/FR;Mercordi;20;Genaro;1723;Fatouville;05/01/19;Sofion;;;2;120;;;;;;;;;;2,1;;82;;;;;;;;;;2;;;;6,1;;21,1;236,1;;;;;;8;32;15;30;4;6;65;65;;;;;;;;;;;92;133;33,05;236;269,05;136,05;133;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;233;Arlequin_Gioco_di_fortuna/La_foire_des_fées;Arlequin_jouet_de_la_fortune/Foire_des_fées;"IT;FR";Venerdi;22;Genaro;1723;"Inconnu;Fuzelier/Lesage/D'Orneval";"09/09/1717;08/08/1722";Tamburro_d'hieri;;;1;120;;;;;;;;;;1;;;2;;;1,1;;;;;;;;;;2,1;18;21,1;303,15;136,5;;;;;9;36;3;6;3;4,1;58;58;;;;;;;;;;;76;104,1;26,2,6;303,15;329,17,6;225,7,6;104,1;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;232;Le_Banqueroutier;Pantalon_banqueroutier_vénitien;IT;Sabatto;23;Genaro;1723;Inconnu;09/09/17;Nolo_de_la_Toilette;;;5;120;;;;;;;;;;2,1;;;2;;;1,1;;;;;;1,1;;;;10,1;18;21,1;410,09;225,7,6;;;;;11;44;11;22;2;3;79;79;;;;;;;;;;;103;148;37;410,9;447,09;299,09;148;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;232;Le_Banqueroutier;;;;;;;;;Legna_per_i_xxx;;;2,11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;235;Arlequin_au_Banquet_de_sept_sages;Arlequin_au_Banquet_des_sept_sages;FR;Domenica;24;Genaro;1723;Delisle;15/01/23;Due_flauti_di_compa;;;12;120;;;;;;;;;;3,1;15;;;;;1,1;;;8;;;1,1;;;;;18;21,1;496,09;299,1;;;;;65;260;109;218;24;36;362;362;;;;;;;Oui__;8;;;560;884;221;496,9;717,09;166,11;884;16,11;;;;;;;;;;;;;10;;Paghetti
TH-OC-12;235;Arlequin_au_Banquet_de_sept_sages;;;;;;;;;Obois_scordato_di_sabato;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;234;Arlechino_Medico_Volante;Arlequin_médecin_volant;IT;Lunedi;25;Genaro;1723;Inconnu;14/06/16;Copia_della_Musica_del_Banquet_dey_7_sages;;;12;120;;;;;;;;;;1;;;;;2,1;;;;;;;;;;;1;;21,1;158;;;;;;8;32;3;6;4;6;44;44;;;;;;;;;;;59;88;22,12,6;158;170;82;88;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;237;Il_Libertino;Libertin;IT;Martedi;26;Genaro;1723;Inconnu;28/11/17;;;;;120;;;;;;;;;;1;;;2;;;1,1;;;;;;;;;;3,1;18;21,1;249,1;82;;;;;17;68;13;26;3;4,1;61;61;;;;;;;;;;;94;159,1;39,17,6;249,1;289,7,6;129,17,6;159,1;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;Heureuse_surprise/Arlequin_Persée;"IT;FR";Mercordi;27;Genaro;1723;"Inconnu;Fuzelier";"18/05/1716;18/12/1722";Coeffuse;;;2;120;;;;;;;;;67,15;2,1;;11,12;2;10,15;28;1,1;;;;;;2;1;;;15;18;8;301,12;;;;;;30;120;31;62;;;218;218;;;;;;;Oui__;12;;;279;412;103;301,12;404,12;7,08;412;7,08;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;;;;;;;;;A_la_Pierre__;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;;;;;;;;;A_Nicolo;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;;;;;;;;;Il_Drago;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;;;;;;;;;2_dozine_di_careghe;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;236;L'inganno_fortunato/Arlequin_Persée;;;;;;;;;Una_libra_di_bougie;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-12;239;Arlequin_au_Banquet_de_sept_sages;Arlequin_au_Banquet_des_sept_sages;FR;Giornedi;28;Genaro;1723;Delisle;15/01/23;Obois__;;;5;120;;;;;;;;;;2,1;3;28,11;;;;1,1;;;8;;;3;;;;;18;21,1;340,18,6;129,17,6;;;;;25;100;37;74;9;13,1;139;139;;;;;;;;;;;210;326,1;81,12,6;340,18,6;422,11;96,1;326,1;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;238;Arlequin_bouffon_de_cour/Le_Carnaval_de_la_follie;Arlequin_bouffon_de_cour/Rupture_du_carnaval_et_de_la_folie;"IT;FR";Venerdi;29;Genaro;1723;"Inconnu;Fuzelier";"20/05/1716;06/07/1719";La_Coeffeuse;;;2;120;;;;;;;;;;1;;9,06;2;;;0,1;;;;;;2;;;;4;12;21,1;270,7;96,1;;;;;21;84;22;44;6;9;105;105;;;;;;;;;;;154;242;60,1;270,7;330,17;88,17;242;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;241;Arlequin_au_Banquet_de_sept_sages;Arlequin_au_Banquet_des_sept_sages;FR;Sabatto;30;Genaro;1723;Delisle;15/01/23;Obois__;;;5;120;;;;;;;;;;2,1;3;;;;10;1,1;;;;;;1,15;;;;;18;21,1;277,2;88,2;;;;;34;136;35;70;5;7,1;158;158;;;;;;;;;;;232;371,1;92,17,6;277,2;369,19,6;1,19,6;371,1;1,19,6;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;241;Arlequin_au_Banquet_de_sept_sages;;;;;;;;;Resto_di_nolo_dell_abito_di_poissoniera_alla_Rosa;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;240;La_Foire_Saint-Germain;Foire_Saint_Germain;FR;Domenica;31;Genaro;1723;Regnard/Du_Fresny;15/12/20;La_Coeffusa_scordata_nella_Foire_des_fées;;;2;120;;;;;;;;;;2,1;;6,12,6;;;;1,1;;;;;;2;9;;;6;21;21,1;198,2,6;;;;;;20;80;75;150;17;25,1;249;249;;;;;;;;;;;359;504,1;126,2,6;198,2,6;324,05;180,05;504,1;30,05;;;;;;;;;;;;;10;;Paghetti
TH-OC-12;240;La_Foire_Saint-Germain;;;;;;;;;3_Fochi_d'artificio;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;243;Arlequin_au_Banquet_de_sept_sages;Arlequin_au_Banquet_des_sept_sages;FR;Lunedi;1;Febraro;1723;Delisle;15/01/23;Obois__;;;5;120;;;;;;;;;;2,1;3;;;;1,1;1,1;;;;;;1,15;;;;;18;21,1;174,15;;;;;;22;88;21;42;4;6;84;84;;;;;;;;;;;131;220;55;174,15;229,15;9,15;220;9,15;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;242;Arlequin_au_banquet_de_sept_sages/Le_Banquet_ridicule;Arlequin_au_Banquet_des_sept_sages/Banquet_ridicule;FR;Mercordi;3;Febraro;1723;Delisle;"15/01/1723;03/02/1723";Obois__;;;5;120;;;;;;;;;;2,1;;;;;;1,1;;;;;;2;3;;;;18;21,1;185,05;9,2;;;;;42;168;51;102;6;9;206;206;;;;;;;;;;;305;485;121,05;185,5;306,1;178,1;485;28,1;;;;;;;;;;;;;10;;Paghetti
TH-OC-12;242;Arlequin_au_banquet_de_sept_sages/Le_Banquet_ridicule;;;;;;;;;4_servitori_nella_piccola_Comedia;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;245;Melusine;Mélusine;FR;Giornedi;4;Febraro;1723;Fuzelier;31/12/19;Una_mancia_a_Nicolo_d'hieri_nella_2a_comedian;;;0,1;120;;;;;;;;;;2,1;6;16,16;;;;1,1;;;;;;;;;;3,1;18;21,1;190,16;;;;;;19;76;22;44;6;9;74;74;;;;;;;;;;;121;203;50,15;190,16;241,11;38,11;203;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;245;Melusine;;;;;;;;;Una_mancia_scordata_a_Nicolo_di_mercordi_all_P.R.;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;244;Arlequin_au_banquet_de_sept_sages/Le_Banquet_ridicule;Arlequin_au_Banquet_des_sept_sages/Banquet_ridicule;FR;Venerdi;5;Febraro;1723;Delisle;"15/01/1723;03/02/1723";Obois__;;;5;120;;;;;;;;;;2,1;;;;;;1,1;;;;;;2;3;;;;18;21,1;214,11;38,1;;;;;18;72;37;74;4;6;137;137;;;;;;;;;;;196;289;72,05;214,11;286,16;2,04;289;20,04;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;244;Arlequin_au_banquet_de_sept_sages/Le_Banquet_ridicule;;;;;;;;;5_servitori_nella_piccola_comedia;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;247;Belfegor/Le_fleuve_d'Oubli;Belphégor/Fleuve_d'oubli;FR;Sabatto;6;Febraro;1723;Legrand;"14/08/1721;12/09/1721";3_Fulmini;;;6;120;;;;;;;;;;1;;8,16,6;;;;1,1;;;;;;4;;;;0,1;18;21,1;190,11;;;;;;30;120;34;68;6;9;121;121;;;;;;;;;;;191;318;79,1;190,11;270,1;47,19;318;47,19;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;247;Belfegor/Le_fleuve_d'Oubli;;;;;;;;;Una_Perruca_di_ballarino_comprata;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;246;Avocat_pour_et_contre/Le_Banquet_ridicule;Colombine_avocat_pour_et_contre/Banquet_ridicule;"IT/FR;FR";Domenica;7;Febraro;1723;"Fatouville;Delisle";"20/02/1718;03/02/1723";Al_sr_Pantalone_per_andar_a_Versaglia;;;14,1;120;;;;;;;;;;1;;11,02;;;;1,1;;;;;;3;5,1;;;8;18;21,1;205,07;;;;;;28;112;96;192;24;36;243;243;;;;;;;;;;;391;583;145,15;205,7;351,02;231,18;583;6,18;;;;;;;;;;;;;15;;Paghetti
TH-OC-12;249;Arlechino_muto_per_timore;Arlequin_muet_par_crainte;IT;Lunedi;8;Febraro;1723;Riccoboni;16/12/17;3_Dozine_di_careghe;;;6;120;;;;;;;;;48;1;;;;6,15;31,15;;;;;;;;;;;1,1;;8;230,1;;;;;;51;204;49;98;;;164;164;1;32;1;16;;;Oui__;12;;;266;526;131,1;230,1;362;164;526;14;;;;;;;;;;;;;10;;Paghetti
TH-OC-12;248;La_Foire_des_fées/Les_Terres_Australes/Le_banquet_ridicule;Foire_des_fées/Terres_australes/Banquet_ridicule;FR;Martedi;9;Febraro;1723;"Fuzelier/Lesage/D'Orneval;Legrand/Biancolelli;Delisle";"08/08/1722;23/09/1721;03/02/1723";;;;;120;;;;;;;;;;1;;;;;;1,1;;;;;;3,15;;;;5;18;21,1;170,15;;;;;;18;72;51;102;7;10,1;145;145;;;;;;;;;;;221;329,1;82,7,6;170,15;253,2,6;76,7,6;329,1;1,7,6;;;;;;;;;;;;;5;;Paghetti
TH-OC-12;251;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Mercordi;10;Febraro;1723;Delisle;02/01/22;La_Musetta;;;5;120;;;;;;;;;;1;;;;;;1,1;;;2,1;;;2,1;;;;;19,1;21,1;173,1;;;;;;36;144;85;170;12;18;316;316;;;;;;;;;;;449;648;162;173,1;335,1;312,1;648;12,1;;;;;;;;;;;;;20;;Paghetti
TH-OC-12;250;Le_double_mariage_d'Arlequin/Le_Banquet_ridicule;Double_mariage_d'Arlequin/Banquet_ridicule;"IT;FR";Giornedi;11;Febraro;1723;"Inconnu;Delisle";"12/05/1721;03/02/1723";2_volte_la_coeffuse;;;4;120;;;;;;;;;;1;;7,16,6;10;;;1,1;;;;;;1,5;3;;;6;18;21,1;194,1,6;;;;;;4;16;12;24;2;3;65;65;;;;;;;;;;;83;108;27;194,1,6;221,1,6;173,1,6;108;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;253;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Venerdi;12;Febraro;1723;Delisle;02/01/22;La_Musetta;;;5;120;;;;;;;;;;1;;0,14;;;2,1;1,1;;;;;;2,1;;;;;19,1;21,1;287,05;113,1,6;;;;;28;112;43;86;6;9;133;133;;;;;;;;;;;220;340;85;287,5,6;372,5,6;32,5,6;340;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;252;La_Précaution_Inutile/Le_banquet_de_sept_sages;Précaution_inutile/Arlequin_au_banquet_des_sept_sages;"IT/FR;FR";Sabatto;13;Febraro;1723;"Fatouville;Delisle";"11/12/1721;15/01/1723";;;;;120;;;;;;;;;;2,1;;;5;;2;1,1;;;;;;2;;;;4;18;21,1;208,15,6;32,5,6;;;;;14;56;12;24;2;3;68;68;;;;;;;;;;;96;151;37,15;208,15,6;246,10,6;95,10,6;151;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;255;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Domenica;14;Febraro;1723;Delisle;02/01/22;La_Musetta;;;5;120;;;;;;;;;;1;;10,07;;;;1,1;;;;;;2,1;;;;;19,1;21,1;276,17,6;95,10,6;;;;;49;196;103;206;29;43,1;315;315;;;;;;;;;;;496;760,1;190,2,6;276,17,6;467;293,1;760,1;68,1;;;;;;;;;;;;;15;;Paghetti
TH-OC-12;254;Il_Basalisco;Arlequin_persécuté_par_le_Basilic_;IT;Lunedi;15;Febraro;1723;Inconnu;16/06/16;Un_gonzo_peruchiero;;;1;120;;;;;;;;;;1;3;8;;;;;;;;;;;;;;;;21,1;154,1;;;;;;11;44;8;16;;;59;59;;;;;;;;;;;78;119;29,15;154,1;184,05;65,05;119;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;257;Thimon_le_Misanthrope/Le_Banquet_ridicule;Timon_le_misanthrope/Banquet_ridicule;FR;Martedi;16;Febraro;1723;Delisle;"02/01/1722;03/02/1723";La_Musetta;;;5;120;;;;;;;;;;1;;6,03;;;;1,1;;;;;;2,1;;;;2,1;19,1;21,1;259,18;65,1;;;;;63;268;76;152;19;28,1;254;254;;;;;;;;;;;412;702,1;175,12,6;259,18;435,10,6;266,19,6;702,1;41,19,6;;;;;;;;;;;;;15;;Paghetti
TH-OC-12;257;Thimon_le_Misanthrope/Le_Banquet_ridicule;;;;;;;;;Al_sr_Pantalone_per_andar_a_Versaglia;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;256;Le_Port_à_L'Anglais;Naufrage_au_Port-à-l'Anglais;FR;Mercordi;17;Febraro;1723;Autreau;25/04/18;La_Coeffuse;;;2;120;;;;;;;;;;1;;;;;;1,1;;;;;;1,5;;;;2,1;18;21,1;167,15;;;;;;15;60;8;16;5;7,1;84;84;;;;;;;;;;;112;167,1;41,17,6;167,15;209,12,6;42,2,6;167,1;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;259;Thimon_le_Misanthrope/Le_Banquet_ridicule;Timon_le_misanthrope/Banquet_ridicule;FR;Giornedi;18;Febraro;1723;Delisle;"02/01/1722;03/02/1723";La_Musetta;;;5;120;;;;;;;;;;1;;0,18;5;;1,5;1,1;;;;;;2,1;;;;2,1;19,1;21,1;222,15,6;42,2,6;;;;;50;200;60;120;14;21;211;211;;;;;;;;;;;335;552;138;222,15,6;360,15,6;191,4,6;552;41,4,6;;;;;;;;;;;;;10;;Paghetti
TH-OC-12;258;Isabelle_médecin/Le_serdau_des_theatres;Isabelle_médecin/Serdeau_des_théâtres;"IT/FR;FR";Venerdi;19;Febraro;1723;"Fatouville;Fuzelier";"17/08/1718;19/02/1723";Flutte;;;5;120;;;;;;;;;;2,1;3;;;;;;;;;;;;;;;2,1;19,1;21,1;177,1;;;;;;25;100;23;46;3;4,1;157;157;;;;;;;;;;;208;207;307,1;76,17,6;177,1;254,7,6;307,1;53,2,6;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;258;Isabelle_médecin/Le_serdau_des_theatres;;;;;;;;;Nicolo_per_il_Centauro;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;258;Isabelle_médecin/Le_serdau_des_theatres;;;;;;;;;Una_donna_alle_loggie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;261;La_casa_con_due_porte/L'isle_de_Seylan;Maison_à_deux_portes/Arlequin_dans_l'île_de_Ceylan;IT;Sabatto;20;Febraro;1723;"Calderon;Coypel/Riccoboni";"22/06/1716;25/08/1717";3_Dozine_di_careghe;;;6;120;;;;;;;;;36;1;;;;28,15;28;1,1;;;;;;;;;;2,1;18;8;252,1;;;;;;58;232;25;50;;;221;221;;;;;;;;;;;304;507;126,15;252,1;379,05;127,15;507;52,15;;;;;;;;;;;;;5;;Paghetti
TH-OC-12;261;La_casa_con_due_porte/L'isle_de_Seylan;;;;;;;;;Ceuroni_e_tavole_per_far_le_banque;;;12,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;Surprise_de_l'amour/Serdeau_des_théâtres;FR;Domenica;21;Febraro;1723;"Marivaux;Fuzelier";"03/05/1722;19/02/1723";Nicolo_per_il_Centauro;;;2,1;120;;;;;;;;;;2,1;3;12,02;;;;;;;12;;;3;;;;1,1;19,1;21,1;204,1;;;;;;156;624;86;172;59;88,1;418;418;2;64;3;48;;;;;;;724;1414,1;353,12,6;204,1;558,2,6;956,7,6;1414,1;56,7,6;;;;;;;;;;;;;60;;Paghetti
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;;;;;;;;;Una_donna_alle_loggie;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;;;;;;;;;La_flutta;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;;;;;;;;;Due_piazze_per_Mr_Mario;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;;;;;;;;;Due_per_me_Flaminia;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;260;La_Surprise_de_l'amour/Le_Serdaux_des_Theatres;;;;;;;;;Piazze_per_Paghetti;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;263;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Lunedi;22;Febraro;1723;Delisle;02/01/22;Il_fulmine_scordato_nell_Isle_de_Seylan;;;2,11,6;120;;;;;;;;;;1;;;;;;1,1;;;;;;2,1;;;;;19,1;21,1;173;;;;;;31;124;56;112;8;12;107;107;;;;;;;;;;;202;355;88,15;173;261,15;93,05;355;18,05;;;;;;;;;;;;;5;;Paghetti
TH-OC-12;263;Thimon_le_Misanthrope;;;;;;;;;La_Musetta;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;262;L'amour_maistre_de_langue/Le_cerdau_des_teatres;Amour_maître_de_langues/Serdeau_des_théâtres;"IT/FR;FR";Martedi;23;Febraro;1723;Fuzelier;"18/09/1718;19/02/1723";Nicolo_per_il_Centauro;;;2,1;120;;;;;;;;;;2,1;3;;;;1,1;;;;12;;;3;;;;1,1;19,1;21,1;196;;;;;;124;496;124;236;32;48;384;384;4;128;1;16;;;;;;;663;1308;327;196;523;785;1308;35;;;;;;;;;;;;;50;;Paghetti
TH-OC-12;262;L'amour_maistre_de_langue/Le_cerdau_des_teatres;;;;;;;;;La_flutte;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;262;L'amour_maistre_de_langue/Le_cerdau_des_teatres;;;;;;;;;Tamburin;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;Filles_amoureuses_du_diable/Serdeau_des_théâtres;"IT;FR";Mercordi;24;Febraro;1723;"Inconnu;Fuzelier";"13/06/1720;19/02/1723";Nicolo_per_il_Centauro;;;2,1;120;;;;;;;;;36;2,1;3;21,1;;13,15;28;;;;;;;3,1;12,5;;;6,1;19,1;8;320,11;;76;570;;;101;404;64;128;;;481;481;7;224;3;48;;;Oui__;28,1;;;732;1883,1;470,17,6;320,11;791,8,6;1092,1,6;1883,1;42,1,6;;;;;;;;;;;;;70;;Paghetti
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;La_flutte;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;Tamburin;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;Caretta_e_mutazion_di_Scene;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;Cena_a_gli_operary_della_notte;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;Legna_per_il_fuoco_d'allegrezza_per_la_magiorita_si_S.M.;;;11,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;265;Les_filles_amoureuses_du_diable/Le_cerdau_des_theatre;;;;;;;;;Musica_del_Serdau_des_theatre;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;264;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Giornedi;25;Febraro;1723;Delisle;02/01/22;La_Musetta;;;5;120;;;;;;;;;;1;;2,06;;;;;;;;;;;;;;;20,2;20,1;179,16;;;;;;13;52;22;44;9;13,1;71;71;;;;;;;;;;;115;180,1;45,2,6;179,16;224,18,6;44,8,6;180,1;;;;;;;;;;;;;;0;;Paghetti
TH-OC-12;264;Thimon_le_Misanthrope;;;;;;;;;Biglietti_rimborsati_al_Paghetti;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-12;267;La_Surprise_de_l'amour/Le_Cerdau_des_theatres;Surprise_de_l'amour/Serdeau_des_théâtres;FR;Venerdi;26;Febraro;1723;"Marivaux;Fuzelier";"03/05/1722;19/02/1723";A_Nicolo_per_il_centauro;;;2,1;120;;;;;;;;;;2,1;3;;;;1,17;1,1;;;12;;;2,1;;;;;18;20,1;231,15,6;44,8,6;;;;;161;644;118;236;54;81;402;402;5;160;3;48;;;Oui__;7;;;743;1578;394,1;231,15,6;626,5,6;951,14,6;1578;51,14,6;;;;;;;;;;;;;60;;Paghetti
